"DATE","IDFROM","IDTO"
"2020-06-26","13","217"
"2020-06-10","133","31"
"2020-06-04","94","89"
"2020-06-13","48","152"
"2020-06-15","85","55"
"2020-06-15","207","32"
"2020-06-05","201","225"
"2020-06-25","111","33"
"2020-06-16","243","74"
"2020-06-21","187","180"
"2020-06-27","116","27"
"2020-06-29","204","180"
"2020-06-28","176","220"
"2020-06-17","241","27"
"2020-06-20","63","3"
"2020-06-07","143","232"
"2020-06-07","106","204"
"2020-06-11","224","50"
"2020-06-08","233","170"
"2020-06-15","135","27"
"2020-06-29","186","22"
"2020-06-24","96","192"
"2020-06-04","27","215"
"2020-06-02","186","60"
"2020-06-19","59","12"
"2020-06-13","121","153"
"2020-06-01","120","55"
"2020-06-17","202","23"
"2020-06-06","26","29"
"2020-06-17","13","152"
"2020-06-07","25","3"
"2020-06-05","168","1"
"2020-06-28","151","119"
"2020-06-18","168","72"
"2020-06-03","82","16"
"2020-06-09","36","75"
"2020-06-14","190","154"
"2020-06-11","25","12"
"2020-06-11","140","225"
"2020-06-18","90","75"
"2020-06-10","116","147"
"2020-06-13","211","119"
"2020-06-12","193","93"
"2020-06-14","78","248"
"2020-06-06","112","139"
"2020-06-03","50","85"
"2020-06-11","233","35"
"2020-06-04","58","206"
"2020-06-12","48","103"
"2020-06-01","117","38"
"2020-06-22","236","239"
"2020-06-28","183","115"
"2020-06-16","117","172"
"2020-06-06","159","248"
"2020-06-15","119","144"
"2020-06-20","129","10"
"2020-06-30","58","46"
"2020-06-16","162","244"
"2020-06-20","148","112"
"2020-06-18","245","107"
"2020-06-18","31","63"
"2020-06-30","223","249"
"2020-06-08","88","96"
"2020-06-15","147","80"
"2020-06-07","61","97"
"2020-06-06","53","124"
"2020-06-02","75","36"
"2020-06-25","134","227"
"2020-06-17","224","186"
"2020-06-22","144","86"
"2020-06-29","150","43"
"2020-06-14","152","89"
"2020-06-01","163","86"
"2020-06-14","120","135"
"2020-06-19","113","179"
"2020-06-02","73","82"
"2020-06-22","191","238"
"2020-06-18","67","13"
"2020-06-10","108","6"
"2020-06-03","247","62"
"2020-06-18","130","153"
"2020-06-12","100","145"
"2020-06-09","57","209"
"2020-06-01","134","249"
"2020-06-18","227","120"
"2020-06-30","21","87"
"2020-06-16","213","41"
"2020-06-28","124","107"
"2020-06-15","223","116"
"2020-06-07","225","203"
"2020-06-24","185","108"
"2020-06-02","32","47"
"2020-06-06","104","20"
"2020-06-08","177","65"
"2020-06-20","62","40"
"2020-06-15","112","240"
"2020-06-12","76","150"
"2020-06-16","33","147"
"2020-06-03","186","139"
"2020-06-15","6","67"
"2020-06-19","19","127"
"2020-06-22","198","1"
"2020-06-23","228","66"
"2020-06-28","99","68"
"2020-06-29","158","75"
"2020-06-28","88","50"
"2020-06-09","181","177"
"2020-06-01","83","233"
"2020-06-26","18","65"
"2020-06-03","94","101"
"2020-06-06","53","222"
"2020-06-18","75","219"
"2020-06-19","99","182"
"2020-06-10","87","16"
"2020-06-12","174","85"
"2020-06-06","8","135"
"2020-06-09","32","124"
"2020-06-02","159","30"
"2020-06-03","39","97"
"2020-06-16","26","212"
"2020-06-08","136","123"
"2020-06-08","44","139"
"2020-06-01","113","138"
"2020-06-23","149","144"
"2020-06-17","179","89"
"2020-06-13","151","47"
"2020-06-01","109","42"
"2020-06-02","65","196"
"2020-06-17","245","183"
"2020-06-01","227","138"
"2020-06-26","43","136"
"2020-06-05","106","193"
"2020-06-14","145","240"
"2020-06-08","58","113"
"2020-06-11","75","33"
"2020-06-24","19","213"
"2020-06-22","242","4"
"2020-06-30","110","201"
"2020-06-21","173","248"
"2020-06-26","230","130"
"2020-06-17","82","184"
"2020-06-22","184","228"
"2020-06-17","80","206"
"2020-06-16","231","87"
"2020-06-15","174","201"
"2020-06-18","77","108"
"2020-06-08","80","42"
"2020-06-15","204","170"
"2020-06-28","85","240"
"2020-06-20","30","183"
"2020-06-15","82","124"
"2020-06-16","148","106"
"2020-06-02","81","82"
"2020-06-11","14","202"
"2020-06-09","210","199"
"2020-06-18","211","160"
"2020-06-15","154","101"
"2020-06-13","237","190"
"2020-06-27","192","141"
"2020-06-18","239","145"
"2020-06-28","224","14"
"2020-06-26","129","171"
"2020-06-27","65","216"
"2020-06-26","109","215"
"2020-06-15","171","208"
"2020-06-18","27","102"
"2020-06-12","51","241"
"2020-06-26","148","3"
"2020-06-22","195","91"
"2020-06-26","168","149"
"2020-06-19","157","149"
"2020-06-07","37","139"
"2020-06-01","27","230"
"2020-06-11","15","32"
"2020-06-03","234","125"
"2020-06-19","185","178"
"2020-06-23","221","159"
"2020-06-20","85","212"
"2020-06-08","245","162"
"2020-06-17","10","17"
"2020-06-23","202","136"
"2020-06-30","13","169"
"2020-06-28","40","161"
"2020-06-10","175","97"
"2020-06-12","135","203"
"2020-06-18","240","87"
"2020-06-07","54","20"
"2020-06-09","32","192"
"2020-06-18","13","233"
"2020-06-15","160","132"
"2020-06-29","58","178"
"2020-06-27","238","79"
"2020-06-09","181","231"
"2020-06-18","41","95"
"2020-06-14","26","183"
"2020-06-13","196","68"
"2020-06-02","12","105"
"2020-06-23","138","91"
"2020-06-11","42","37"
"2020-06-21","167","118"
"2020-06-18","154","171"
"2020-06-08","169","223"
"2020-06-21","208","74"
"2020-06-08","234","175"
"2020-06-06","88","196"
"2020-06-15","4","121"
"2020-06-22","211","214"
"2020-06-26","226","139"
"2020-06-11","163","10"
"2020-06-01","12","223"
"2020-06-16","7","221"
"2020-06-01","216","64"
"2020-06-09","174","210"
"2020-06-17","6","25"
"2020-06-16","4","97"
"2020-06-22","14","36"
"2020-06-25","19","16"
"2020-06-07","133","75"
"2020-06-04","205","54"
"2020-06-03","86","14"
"2020-06-22","60","87"
"2020-06-03","93","92"
"2020-06-06","241","76"
"2020-06-15","57","4"
"2020-06-28","224","133"
"2020-06-24","149","148"
"2020-06-16","230","154"
"2020-06-22","80","13"
"2020-06-15","11","245"
"2020-06-07","221","112"
"2020-06-23","88","113"
"2020-06-06","131","222"
"2020-06-14","228","70"
"2020-06-13","191","28"
"2020-06-04","64","239"
"2020-06-24","40","159"
"2020-06-05","48","197"
"2020-06-08","190","248"
"2020-06-14","43","212"
"2020-06-24","7","44"
"2020-06-18","34","134"
"2020-06-30","178","57"
"2020-06-26","111","38"
"2020-06-18","194","110"
"2020-06-15","200","193"
"2020-06-12","67","235"
"2020-06-23","21","112"
"2020-06-16","209","153"
"2020-06-14","213","100"
"2020-06-27","110","205"
"2020-06-22","130","59"
"2020-06-02","70","60"
"2020-06-05","70","106"
"2020-06-23","211","150"
"2020-06-17","28","237"
"2020-06-02","21","170"
"2020-06-06","100","166"
"2020-06-16","94","225"
"2020-06-07","103","227"
"2020-06-06","102","204"
"2020-06-04","27","90"
"2020-06-19","223","180"
"2020-06-24","215","227"
"2020-06-24","163","32"
"2020-06-24","102","152"
"2020-06-22","173","191"
"2020-06-17","88","193"
"2020-06-23","89","119"
"2020-06-27","167","89"
"2020-06-08","150","39"
"2020-06-19","201","65"
"2020-06-29","171","202"
"2020-06-27","231","186"
"2020-06-22","142","87"
"2020-06-15","243","176"
"2020-06-30","52","15"
"2020-06-23","97","153"
"2020-06-23","131","184"
"2020-06-12","147","247"
"2020-06-21","43","166"
"2020-06-24","131","39"
"2020-06-06","25","89"
"2020-06-06","237","21"
"2020-06-26","181","145"
"2020-06-15","107","162"
"2020-06-21","156","215"
"2020-06-22","210","20"
"2020-06-07","2","162"
"2020-06-12","65","179"
"2020-06-28","144","27"
"2020-06-15","131","74"
"2020-06-04","96","15"
"2020-06-18","65","56"
"2020-06-13","151","40"
"2020-06-28","85","215"
"2020-06-27","248","148"
"2020-06-03","193","183"
"2020-06-04","170","36"
"2020-06-22","233","10"
"2020-06-02","246","211"
"2020-06-25","145","83"
"2020-06-20","182","46"
"2020-06-27","138","210"
"2020-06-20","84","207"
"2020-06-09","187","217"
"2020-06-25","220","248"
"2020-06-09","96","107"
"2020-06-25","89","193"
"2020-06-18","88","150"
"2020-06-01","59","109"
"2020-06-02","245","205"
"2020-06-15","42","62"
"2020-06-28","67","28"
"2020-06-12","111","184"
"2020-06-01","29","105"
"2020-06-07","122","95"
"2020-06-07","113","62"
"2020-06-24","78","171"
"2020-06-11","248","88"
"2020-06-17","206","231"
"2020-06-28","71","76"
"2020-06-21","43","69"
"2020-06-04","193","219"
"2020-06-08","112","50"
"2020-06-07","112","235"
"2020-06-06","173","6"
"2020-06-08","171","161"
"2020-06-15","65","188"
"2020-06-13","20","197"
"2020-06-27","152","9"
"2020-06-10","85","208"
"2020-06-23","151","33"
"2020-06-19","55","187"
"2020-06-10","138","204"
"2020-06-17","34","111"
"2020-06-16","16","151"
"2020-06-25","101","55"
"2020-06-27","109","87"
"2020-06-23","55","11"
"2020-06-19","28","45"
"2020-06-09","121","213"
"2020-06-03","117","205"
"2020-06-26","101","230"
"2020-06-26","244","158"
"2020-06-18","57","157"
"2020-06-27","209","228"
"2020-06-28","50","89"
"2020-06-02","148","11"
"2020-06-18","78","244"
"2020-06-28","2","120"
"2020-06-05","129","1"
"2020-06-28","15","14"
"2020-06-18","218","174"
"2020-06-27","159","60"
"2020-06-15","147","206"
"2020-06-04","90","245"
"2020-06-01","248","55"
"2020-06-22","157","79"
"2020-06-28","211","21"
"2020-06-09","9","169"
"2020-06-01","126","197"
"2020-06-06","63","142"
"2020-06-09","160","19"
"2020-06-20","209","124"
"2020-06-11","45","101"
"2020-06-21","150","224"
"2020-06-24","178","247"
"2020-06-25","236","224"
"2020-06-25","143","104"
"2020-06-04","5","56"
"2020-06-28","122","238"
"2020-06-29","83","123"
"2020-06-22","103","71"
"2020-06-19","246","41"
"2020-06-19","36","27"
"2020-06-24","200","16"
"2020-06-08","30","47"
"2020-06-18","89","34"
"2020-06-01","224","227"
"2020-06-23","218","212"
"2020-06-03","154","104"
"2020-06-21","203","112"
"2020-06-30","71","153"
"2020-06-13","50","102"
"2020-06-26","119","33"
"2020-06-23","52","75"
"2020-06-11","58","9"
"2020-06-23","237","28"
"2020-06-21","78","10"
"2020-06-14","112","110"
"2020-06-16","154","58"
"2020-06-23","41","111"
"2020-06-28","246","231"
"2020-06-18","236","149"
"2020-06-18","68","17"
"2020-06-28","241","111"
"2020-06-05","236","173"
"2020-06-09","201","211"
"2020-06-11","123","138"
"2020-06-03","89","54"
"2020-06-02","119","63"
"2020-06-28","26","132"
"2020-06-10","81","152"
"2020-06-06","50","201"
"2020-06-22","155","92"
"2020-06-25","55","23"
"2020-06-11","71","228"
"2020-06-14","48","152"
"2020-06-30","136","97"
"2020-06-06","103","53"
"2020-06-05","145","192"
"2020-06-20","185","33"
"2020-06-03","197","40"
"2020-06-16","123","229"
"2020-06-25","211","93"
"2020-06-18","179","39"
"2020-06-15","249","157"
"2020-06-12","147","165"
"2020-06-08","197","71"
"2020-06-07","161","21"
"2020-06-21","194","108"
"2020-06-07","227","148"
"2020-06-11","246","228"
"2020-06-05","65","2"
"2020-06-24","72","22"
"2020-06-14","164","154"
"2020-06-28","115","36"
"2020-06-30","5","45"
"2020-06-12","90","50"
"2020-06-02","216","64"
"2020-06-13","147","187"
"2020-06-06","164","1"
"2020-06-14","55","166"
"2020-06-22","125","39"
"2020-06-03","167","109"
"2020-06-15","192","14"
"2020-06-29","200","144"
"2020-06-21","224","226"
"2020-06-03","241","229"
"2020-06-20","224","104"
"2020-06-27","230","199"
"2020-06-28","150","49"
"2020-06-09","195","230"
"2020-06-05","167","205"
"2020-06-07","110","28"
"2020-06-23","30","109"
"2020-06-26","226","76"
"2020-06-17","80","106"
"2020-06-03","102","59"
"2020-06-07","244","187"
"2020-06-26","125","154"
"2020-06-11","123","138"
"2020-06-16","188","50"
"2020-06-02","111","93"
"2020-06-08","140","30"
"2020-06-04","242","163"
"2020-06-26","140","159"
"2020-06-29","191","2"
"2020-06-18","87","204"
"2020-06-29","47","171"
"2020-06-09","81","204"
"2020-06-15","34","203"
"2020-06-20","213","34"
"2020-06-16","246","145"
"2020-06-21","106","84"
"2020-06-03","212","195"
"2020-06-09","36","1"
"2020-06-23","162","32"
"2020-06-13","156","147"
"2020-06-18","159","4"
"2020-06-17","205","193"
"2020-06-15","73","203"
"2020-06-07","15","204"
"2020-06-14","100","92"
"2020-06-19","92","183"
"2020-06-05","38","21"
"2020-06-26","65","52"
"2020-06-21","193","199"
"2020-06-05","41","28"
"2020-06-09","9","73"
"2020-06-16","222","47"
"2020-06-16","141","231"
"2020-06-03","20","147"
"2020-06-09","31","25"
"2020-06-20","58","244"
"2020-06-07","235","159"
"2020-06-29","221","166"
"2020-06-27","231","136"
"2020-06-25","195","143"
"2020-06-23","124","127"
"2020-06-19","37","55"
"2020-06-02","70","176"
"2020-06-07","201","2"
"2020-06-04","221","77"
"2020-06-05","226","30"
"2020-06-08","207","237"
"2020-06-14","126","137"
"2020-06-08","237","152"
"2020-06-11","201","113"
"2020-06-15","6","55"
"2020-06-13","197","168"
"2020-06-27","134","58"
"2020-06-04","192","108"
"2020-06-19","73","203"
"2020-06-21","36","117"
"2020-06-26","114","117"
"2020-06-01","148","114"
"2020-06-01","202","240"
"2020-06-25","214","14"
"2020-06-17","46","33"
"2020-06-17","101","138"
"2020-06-09","25","33"
"2020-06-23","26","31"
"2020-06-14","95","171"
"2020-06-16","118","152"
"2020-06-27","135","53"
"2020-06-24","178","196"
"2020-06-21","102","156"
"2020-06-19","63","51"
"2020-06-26","192","188"
"2020-06-13","162","108"
"2020-06-14","107","81"
"2020-06-16","209","84"
"2020-06-30","228","96"
"2020-06-23","107","16"
"2020-06-15","130","109"
"2020-06-18","194","242"
"2020-06-24","97","18"
"2020-06-03","12","49"
"2020-06-06","131","210"
"2020-06-25","203","34"
"2020-06-21","6","94"
"2020-06-25","44","207"
"2020-06-22","116","14"
"2020-06-21","23","143"
"2020-06-20","89","81"
"2020-06-24","207","54"
"2020-06-12","56","40"
"2020-06-19","154","47"
"2020-06-09","68","199"
"2020-06-13","219","113"
"2020-06-22","126","123"
"2020-06-24","10","219"
"2020-06-28","8","158"
"2020-06-28","205","169"
"2020-06-03","235","47"
"2020-06-21","18","58"
"2020-06-29","208","217"
"2020-06-19","223","43"
"2020-06-13","51","82"
"2020-06-27","24","205"
"2020-06-13","120","113"
"2020-06-19","74","47"
"2020-06-14","94","240"
"2020-06-07","233","144"
"2020-06-07","88","187"
"2020-06-13","148","189"
"2020-06-21","153","100"
"2020-06-01","202","29"
"2020-06-10","108","240"
"2020-06-29","28","175"
"2020-06-01","163","16"
"2020-06-14","129","228"
"2020-06-13","54","208"
"2020-06-22","203","218"
"2020-06-22","137","67"
"2020-06-01","249","222"
"2020-06-09","57","36"
"2020-06-07","82","150"
"2020-06-21","115","45"
"2020-06-11","179","49"
"2020-06-27","107","233"
"2020-06-25","12","78"
"2020-06-09","52","18"
"2020-06-26","134","150"
"2020-06-22","8","22"
"2020-06-08","212","27"
"2020-06-14","160","67"
"2020-06-02","29","215"
"2020-06-09","178","221"
"2020-06-27","211","223"
"2020-06-13","83","158"
"2020-06-12","168","99"
"2020-06-25","59","117"
"2020-06-14","135","163"
"2020-06-03","219","104"
"2020-06-21","136","205"
"2020-06-15","93","99"
"2020-06-14","193","208"
"2020-06-01","192","3"
"2020-06-13","224","244"
"2020-06-03","220","112"
"2020-06-17","230","149"
"2020-06-19","202","129"
"2020-06-23","146","63"
"2020-06-13","88","184"
"2020-06-14","3","115"
"2020-06-19","185","160"
"2020-06-30","226","158"
"2020-06-18","194","203"
"2020-06-01","67","59"
"2020-06-03","141","33"
"2020-06-22","189","175"
"2020-06-09","200","35"
"2020-06-08","222","126"
"2020-06-01","78","157"
"2020-06-03","23","106"
"2020-06-05","203","247"
"2020-06-23","142","49"
"2020-06-13","65","93"
"2020-06-10","74","159"
"2020-06-10","62","69"
"2020-06-22","2","17"
"2020-06-23","212","194"
"2020-06-22","57","124"
"2020-06-09","140","25"
"2020-06-20","246","5"
"2020-06-17","137","169"
"2020-06-06","9","76"
"2020-06-24","158","32"
"2020-06-19","162","50"
"2020-06-26","144","169"
"2020-06-10","170","80"
"2020-06-24","8","25"
"2020-06-08","134","103"
"2020-06-09","135","236"
"2020-06-08","23","224"
"2020-06-23","227","44"
"2020-06-16","67","166"
"2020-06-22","186","229"
"2020-06-07","1","97"
"2020-06-10","179","179"
"2020-06-22","231","10"
"2020-06-02","103","4"
"2020-06-19","240","109"
"2020-06-08","51","243"
"2020-06-17","199","63"
"2020-06-05","202","153"
"2020-06-27","152","110"
"2020-06-22","225","239"
"2020-06-10","74","215"
"2020-06-23","154","171"
"2020-06-30","237","241"
"2020-06-14","216","149"
"2020-06-30","104","81"
"2020-06-30","62","57"
"2020-06-15","193","133"
"2020-06-03","215","34"
"2020-06-29","50","4"
"2020-06-12","206","87"
"2020-06-27","151","139"
"2020-06-20","237","118"
"2020-06-14","223","193"
"2020-06-18","93","3"
"2020-06-11","147","155"
"2020-06-21","156","192"
"2020-06-13","227","56"
"2020-06-14","68","146"
"2020-06-09","45","155"
"2020-06-26","70","71"
"2020-06-09","232","78"
"2020-06-24","93","38"
"2020-06-13","128","200"
"2020-06-21","188","173"
"2020-06-25","119","104"
"2020-06-16","15","15"
"2020-06-29","198","190"
"2020-06-11","194","40"
"2020-06-29","201","53"
"2020-06-18","104","45"
"2020-06-05","110","10"
"2020-06-13","200","173"
"2020-06-09","126","38"
"2020-06-09","152","40"
"2020-06-30","33","115"
"2020-06-18","207","16"
"2020-06-09","99","119"
"2020-06-03","72","158"
"2020-06-21","108","150"
"2020-06-18","30","159"
"2020-06-26","154","213"
"2020-06-27","42","48"
"2020-06-29","209","176"
"2020-06-26","184","203"
"2020-06-09","166","87"
"2020-06-03","115","211"
"2020-06-13","80","14"
"2020-06-09","68","56"
"2020-06-27","99","70"
"2020-06-23","147","15"
"2020-06-06","124","84"
"2020-06-09","194","127"
"2020-06-21","236","99"
"2020-06-29","97","138"
"2020-06-30","147","133"
"2020-06-21","84","176"
"2020-06-17","91","231"
"2020-06-29","14","135"
"2020-06-17","197","15"
"2020-06-29","98","236"
"2020-06-22","244","200"
"2020-06-25","226","44"
"2020-06-10","98","194"
"2020-06-12","20","63"
"2020-06-12","117","249"
"2020-06-23","111","249"
"2020-06-01","89","245"
"2020-06-13","146","9"
"2020-06-25","233","151"
"2020-06-11","2","148"
"2020-06-06","176","78"
"2020-06-22","62","57"
"2020-06-16","132","113"
"2020-06-30","216","237"
"2020-06-20","161","72"
"2020-06-01","93","220"
"2020-06-21","69","76"
"2020-06-11","51","36"
"2020-06-19","196","141"
"2020-06-08","38","235"
"2020-06-24","245","80"
"2020-06-08","43","106"
"2020-06-09","82","50"
"2020-06-03","137","41"
"2020-06-17","114","202"
"2020-06-21","126","117"
"2020-06-20","135","221"
"2020-06-23","91","99"
"2020-06-27","21","38"
"2020-06-30","133","136"
"2020-06-15","36","49"
"2020-06-26","46","249"
"2020-06-13","232","22"
"2020-06-15","16","40"
"2020-06-23","48","156"
"2020-06-08","70","48"
"2020-06-19","87","231"
"2020-06-19","237","73"
"2020-06-02","48","213"
"2020-06-19","25","192"
"2020-06-04","126","141"
"2020-06-21","199","36"
"2020-06-04","170","66"
"2020-06-03","196","147"
"2020-06-23","144","194"
"2020-06-28","208","133"
"2020-06-13","65","44"
"2020-06-15","171","156"
"2020-06-15","37","121"
"2020-06-07","67","236"
"2020-06-16","137","15"
"2020-06-04","74","133"
"2020-06-19","234","166"
"2020-06-23","183","47"
"2020-06-17","182","115"
"2020-06-14","48","244"
"2020-06-20","142","240"
"2020-06-13","145","192"
"2020-06-30","212","168"
"2020-06-13","123","179"
"2020-06-12","177","134"
"2020-06-28","142","181"
"2020-06-08","31","143"
"2020-06-26","38","9"
"2020-06-25","22","39"
"2020-06-29","67","152"
"2020-06-25","163","49"
"2020-06-28","36","237"
"2020-06-26","14","180"
"2020-06-03","152","80"
"2020-06-05","42","186"
"2020-06-03","165","152"
"2020-06-09","79","169"
"2020-06-12","36","225"
"2020-06-22","84","34"
"2020-06-27","118","18"
"2020-06-19","78","6"
"2020-06-19","102","46"
"2020-06-26","79","178"
"2020-06-11","26","21"
"2020-06-26","151","179"
"2020-06-30","105","64"
"2020-06-30","238","169"
"2020-06-11","127","146"
"2020-06-21","32","33"
"2020-06-16","44","243"
"2020-06-15","217","39"
"2020-06-01","27","220"
"2020-06-29","13","22"
"2020-06-26","96","52"
"2020-06-09","113","188"
